0,0,0,0,0,0
4684459,2122894,0,0,0,0
4684459,5745906,4245788,502342233,5123130,0
9368918,672766393,6807353,6368682,6392169,0
9368918,10430365,340848320,7868800,8491576,0
14053377,810642660,11491812,8930247,8930247,10614470
